sep=|
Module|template|Desc|para0|para1|para2|para3|para4|para5|para4.0|para4.1|para4.2|para4.3
uniequip_002_headbr_2|EquipmentSquadPro|3星通关主题曲1-5；必须编入非助战凛冬并上场，其他成员仅可编入先锋与狙击干员|3|main_01-05|char_115_headbr|13,PIONEER;13,SNIPER|||13|PIONEER||
uniequip_002_chiave_1|EquipmentSkillCast|战斗中非助战贾维累计使用火焰剥离5次|char_349_chiave|skchr_chiave_2|5|char_349_chiave|||char_349_chiave|||
uniequip_002_chiave_2|EquipmentSquadStar|3星通关主题曲1-1；必须编入非助战贾维并上场，其他成员仅可编入1星干员|3|main_01-01|char_349_chiave|13,1|||13|1||
uniequip_002_blackd_1|EquipmentDeployCharOrder|完成5次战斗；必须编入非助战讯使，并确定第一位部署的干员是讯使|5|1|char_198_blackd|||||||
uniequip_002_blackd_2|EquipmentSquadPos|3星通关主题曲S2-2；必须编入非助战讯使并上场，其他成员仅可编入远程位干员|3|sub_02-02|char_198_blackd|13,RANGED|||13|RANGED||
uniequip_002_scave_1|EquipmentCharKilled|由非助战清道夫累计造成30歼灭数|char_149_scave|30|char_149_scave|||||||
uniequip_002_scave_2|EquipmentCharKilledStage|3星通关主题曲1-3；必须编入非助战清道夫并上场，且使用清道夫歼灭12个敌人|3|main_01-03|char_149_scave|12|char_149_scave||12|||
uniequip_003_shwaz_1|EquipmentEventTotal|由非助战黑累计歼灭10个精英或领袖敌人|char_340_shwaz|DEATHDETAIL,char_340_shwaz,BOSS,ELITE|10|||||||
uniequip_003_shwaz_2|EquipmentSquadPro|3星通关主题曲2-1；必须编入非助战黑并上场，其他成员仅可编入狙击干员|3|main_02-01|char_340_shwaz|13,SNIPER|||13|SNIPER||
uniequip_003_hsguma_1|EquipmentDamageTotal|由非助战星熊累计造成60000点伤害|char_136_hsguma|60000||||||||
uniequip_003_hsguma_2|EquipmentSquadProEx|3星通关主题曲6-4；必须编入非助战星熊并上场，其他成员不可编入重装干员|3|main_06-04|char_136_hsguma|TANK|||TANK|||
uniequip_002_lunacu_1|EquipmentCharKilled|由非助战子月累计造成30歼灭数|char_4014_lunacu|30|char_4014_lunacu|||||||
uniequip_002_lunacu_2|EquipmentEventStageMore|3星通关主题曲2-5；必须编入非助战子月并上场，且使用子月歼灭至少2个高阶术师|3|main_02-05|char_4014_lunacu|DEATHDETAIL,char_4014_lunacu,enemy_1018_aoemag|2||DEATHDETAIL|char_4014_lunacu|enemy_1018_aoemag|
uniequip_002_texas2_1|EquipmentEventTotal|由非助战缄默德克萨斯累计歼灭10个精英或领袖敌人|char_1028_texas2|DEATHDETAIL,char_1028_texas2,BOSS,ELITE|10|||||||
uniequip_002_texas2_2|EquipmentEventStageMore|3星通关别传CB-8；必须编入非助战缄默德克萨斯并上场，且使用缄默德克萨斯歼灭至少2个灰尾|3|act5d0_08|char_1028_texas2|DEATHDETAIL,char_1028_texas2,enemy_1060_emouse|2||DEATHDETAIL|char_1028_texas2|enemy_1060_emouse|
uniequip_002_poca_1|EquipmentDamageTotal|由非助战早露累计造成80000点伤害|char_197_poca|80000||||||||
uniequip_002_poca_2|EquipmentSquadProEx|3星通关主题曲7-9；必须编入非助战早露并上场，其他成员不可编入狙击干员|3|main_07-07|char_197_poca|SNIPER|||SNIPER|||
uniequip_002_totter_1|EquipmentCharKilled|由非助战铅踝累计造成30歼灭数|char_4062_totter|30|char_4062_totter|||||||
uniequip_002_totter_2|EquipmentEventStageMore|3星通关主题曲S3-5；必须编入非助战铅踝并上场，且使用铅踝歼灭至少2个隐形弩手|3|sub_03-2-3|char_4062_totter|DEATHDETAIL,char_4062_totter,enemy_1019_jshoot|2||DEATHDETAIL|char_4062_totter|enemy_1019_jshoot|
uniequip_002_toddi_1|EquipmentEventTotal|由非助战熔泉累计歼灭20个萨卡兹敌人|char_363_toddi|DEATHDETAIL,char_363_toddi,sarkaz|20|||||||
uniequip_002_toddi_2|EquipmentSquadNum|3星通关主题曲4-6；必须编入非助战熔泉并上场，其他成员仅可编入6名干员|3|main_04-06|char_363_toddi|6|||6|||
uniequip_002_erato_1|EquipmentSkillCast|战斗中非助战埃拉托累计使用英雄赞歌5次|char_4043_erato|skchr_erato_2|5|char_4043_erato|||char_4043_erato|||
uniequip_002_erato_2|EquipmentSquadProEx|3星通关主题曲S5-9；必须编入非助战埃拉托并上场，其他成员不可编入狙击干员|3|sub_05-4-3|char_4043_erato|SNIPER|||SNIPER|||
uniequip_002_helage_1|EquipmentEventTotal|由非助战赫拉格累计歼灭10个精英或领袖敌人|char_188_helage|DEATHDETAIL,char_188_helage,BOSS,ELITE|10|||||||
uniequip_002_helage_2|EquipmentEventStageMore|3星通关主题曲5-10；必须编入非助战赫拉格并上场，且使用赫拉格歼灭梅菲斯特|3|main_05-10|char_188_helage|DEATHDETAIL,char_188_helage,enemy_1507_mephi|1||DEATHDETAIL|char_188_helage|enemy_1507_mephi|
uniequip_002_akafyu_1|EquipmentSkillCast|战斗中非助战赤冬累计使用信影流·十文字胜5次|char_475_akafyu|skchr_akafyu_2|5|char_475_akafyu|||char_475_akafyu|||
uniequip_002_akafyu_2|EquipmentEventStageMore|3星通关主题曲3-8；必须编入非助战赤冬并上场，且使用赤冬歼灭碎骨|3|main_03-08|char_475_akafyu|DEATHDETAIL,char_475_akafyu,enemy_1500_skulsr|1||DEATHDETAIL|char_475_akafyu|enemy_1500_skulsr|
uniequip_002_utage_1|EquipmentSkillCast|战斗中非助战宴累计使用落地斩·破门5次|char_337_utage|skchr_utage_2|5|char_337_utage|||char_337_utage|||
uniequip_002_utage_2|EquipmentSquadProEx|3星通关主题曲1-12；必须编入非助战宴并上场，其他成员不可编入近卫干员|3|main_01-12|char_337_utage|WARRIOR|||WARRIOR|||
uniequip_002_hamoni_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战和弦并上场，且每次战斗至少释放一次沉溺之灾|5|skchr_hamoni_2|1|char_297_hamoni|||char_297_hamoni|||
uniequip_002_hamoni_2|EquipmentEventStageMore|3星通关主题曲6-5；必须编入非助战和弦并上场，且使用和弦歼灭至少2个宿主重装士兵|3|main_06-05|char_297_hamoni|DEATHDETAIL,char_297_hamoni,enemy_1061_zomshd|2||DEATHDETAIL|char_297_hamoni|enemy_1061_zomshd|
uniequip_003_archet_1|EquipmentDamageTotal|由非助战空弦累计造成100000点伤害|char_332_archet|100000||||||||
uniequip_003_archet_2|EquipmentSquadProEx|3星通关插曲SV-4；必须编入非助战空弦并上场，其他成员不可编入狙击干员|3|act18d3_04|char_332_archet|SNIPER|||SNIPER|||
uniequip_003_mizuki_1|EquipmentCharKilled|由非助战水月累计造成50歼灭数|char_437_mizuki|50|char_437_mizuki|||||||
uniequip_003_mizuki_2|EquipmentCharKilledStage|3星通关主题曲4-5；必须编入非助战水月并上场，且使用水月歼灭10个敌人|3|main_04-05|char_437_mizuki|10|char_437_mizuki||10|||
uniequip_002_amgoat_1|EquipmentDamageTotal|由非助战艾雅法拉累计造成100000点伤害|char_180_amgoat|100000||||||||
uniequip_002_amgoat_2|EquipmentSquadNum|3星通关别传OF-5；必须编入非助战艾雅法拉并上场，其他成员仅可编入3名干员|3|a003_05|char_180_amgoat|3|||3|||
uniequip_002_cerber_1|EquipmentEventTotal|由非助战刻俄柏累计歼灭10个精英或领袖敌人|char_2013_cerber|DEATHDETAIL,char_2013_cerber,BOSS,ELITE|10|||||||
uniequip_002_cerber_2|EquipmentEventStageMore|3星通关别传RI-6；必须编入非助战刻俄柏并上场，且使用刻俄柏歼灭至少2个提亚卡乌破坏者|3|act12d0_06|char_2013_cerber|DEATHDETAIL,char_2013_cerber,enemy_1097_cclmbjk|2||DEATHDETAIL|char_2013_cerber|enemy_1097_cclmbjk|
uniequip_002_absin_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战苦艾并上场，且每次战斗至少释放1次终结连射|5|skchr_absin_2|1|char_405_absin|||char_405_absin|||
uniequip_002_absin_2|EquipmentSquadProEx|3星通关主题曲3-4；必须编入非助战苦艾并上场，且不编入其他术师干员|3|main_03-04|char_405_absin|CASTER|||CASTER|||
uniequip_002_nights_1|EquipmentDamageTotal|由非助战夜烟累计造成80000点伤害|char_141_nights|80000||||||||
uniequip_002_nights_2|EquipmentEventStageMore|3星通关主题曲S2-4；必须编入非助战夜烟并上场，且使用夜烟歼灭至少2名重装防御者|3|sub_02-04|char_141_nights|DEATHDETAIL,char_141_nights,enemy_1006_shield|2||DEATHDETAIL|char_141_nights|enemy_1006_shield|
uniequip_002_qanik_1|EquipmentSkillCast|战斗中非助战雪绒累计使用坠雪10次|char_466_qanik|skchr_qanik_2|10|char_466_qanik|||char_466_qanik|||
uniequip_002_qanik_2|EquipmentEventStageMore|3星通关主题曲2-3；必须编入非助战雪绒并上场，且使用雪绒歼灭至少2名重装防御者|3|main_02-03|char_466_qanik|DEATHDETAIL,char_466_qanik,enemy_1006_shield|2||DEATHDETAIL|char_466_qanik|enemy_1006_shield|
uniequip_002_nightm_1|EquipmentSkillCast|战斗中非助战夜魔累计使用夜魇魔影12次|char_164_nightm|skchr_nightm_2|12|char_164_nightm|||char_164_nightm|||
uniequip_002_nightm_2|EquipmentSquadProEx|3星通关主题曲S4-1；必须编入非助战夜魔并上场，且不编入其他术师干员|3|sub_04-1-1|char_164_nightm|CASTER|||CASTER|||
uniequip_002_tomimi_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战特米米并上场，且每次战斗至少释放1次嘉维尔保护方案|5|skchr_tomimi_2|1|char_411_tomimi|||char_411_tomimi|||
uniequip_002_tomimi_2|EquipmentSquadProEx|3星通关别传RI-2；必须编入非助战特米米并上场，且不编入其他术师干员|3|act12d0_02|char_411_tomimi|CASTER|||CASTER|||
uniequip_002_amiya_1|EquipmentEventTotal|由非助战阿米娅累计歼灭10个精英或领袖敌人|char_002_amiya|DEATHDETAIL,char_002_amiya,BOSS,ELITE|10|||||||
uniequip_002_amiya_2|EquipmentEventStageMore|3星通关主题曲3-8；必须编入非助战中坚术师状态的阿米娅并上场，且使用中坚术师状态的阿米娅歼灭碎骨|3|main_03-08|char_002_amiya|DEATHDETAIL,char_002_amiya,enemy_1500_skulsr|1||DEATHDETAIL|char_002_amiya|enemy_1500_skulsr|
uniequip_003_lumen_1|EquipmentSkillCast|战斗中非助战流明累计使用沛霖10次|char_4042_lumen|skchr_lumen_2|10|char_4042_lumen|||char_4042_lumen|||
uniequip_003_lumen_2|EquipmentSquadProEx|3星通关别传OF-5；必须编入非助战流明并上场，且不编入其他医疗干员|3|a003_05|char_4042_lumen|MEDIC|||MEDIC|||
uniequip_003_demkni_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战塞雷娅并上场，且每次战斗至少释放3次药物配置|5|skchr_demkni_2|3|char_202_demkni|||char_202_demkni|||
uniequip_003_demkni_2|EquipmentSquadProEx|3星通关主题曲4-6；必须编入非助战塞雷娅并上场，且不编入医疗干员|3|main_04-06|char_202_demkni|MEDIC|||MEDIC|||
uniequip_002_bdhkgt_1|EquipmentDamageTotal|由非助战截云累计造成100000点伤害|char_4078_bdhkgt|100000||||||||
uniequip_002_bdhkgt_2|EquipmentCharKilledStage|3星通关主题曲S2-2；必须编入非助战截云并上场，且使用截云至少歼灭10名敌人|3|sub_02-02|char_4078_bdhkgt|10|char_4078_bdhkgt||10|||
uniequip_002_weedy_1|EquipmentDamageTotalWithToken|由非助战温蒂累计造成100000点伤害|char_400_weedy;token_10009_weedy_cannon|100000|char_400_weedy|||||||
uniequip_002_weedy_2|EquipmentSquadProEx|3星通关插曲别传BI-5；必须编入非助战温蒂并上场，且不编入其他特种干员|3|act14side_05|char_400_weedy|SPECIAL|||SPECIAL|||
uniequip_002_forcer_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战见行者并上场，且每次战斗至少释放2次惊爆射击|5|skchr_forcer_2|2|char_4036_forcer|||char_4036_forcer|||
uniequip_002_forcer_2|EquipmentEventStageMore|3星通关别传GA-EX-1；必须编入非助战见行者，且本场战斗至少使3个寻路者精锐狙击手坠落地穴|3|act16side_ex01|char_4036_forcer|SIMPLE,enemy_1213_mtrsnp_2,fall_down|3||SIMPLE|enemy_1213_mtrsnp_2|fall_down|
uniequip_002_panda_1|EquipmentEventBattleMore|完成5次战斗；必须编入非助战食铁兽，且每次战斗至少使2名敌人坠落地穴|5|char_241_panda|SIMPLE,*,fall_down|2|||2|||
uniequip_002_panda_2|EquipmentSkillCastStage|3星通关别传WR-7；必须编入非助战食铁兽并上场，且至少使用2次崩拳式|3|act16d5_07|skchr_panda_2|2|char_241_panda||2|||
uniequip_002_sqrrel_1|EquipmentEventBattleMore|完成5次战斗；必须编入非助战阿消，且每次战斗至少使2名敌人坠落地穴|5|char_277_sqrrel|SIMPLE,*,fall_down|2|||2|||
uniequip_002_sqrrel_2|EquipmentEventStageMore|3星通关主题曲2-8；必须编入非助战阿消，且本场战斗至少使2个磐蟹坠落地穴|3|main_02-08|char_277_sqrrel|SIMPLE,enemy_1016_diaman,fall_down|2||SIMPLE|enemy_1016_diaman|fall_down|
uniequip_002_ifrit_1|EquipmentCharKilled|由非助战伊芙利特累计造成80歼灭数|char_134_ifrit|80|char_134_ifrit|||||||
uniequip_002_ifrit_2|EquipmentSquadProEx|3星通关主题曲1-5；必须编入非助战伊芙利特并上场，且不编入其他狙击、术师与辅助干员|3|main_01-05|char_134_ifrit|SNIPER;CASTER;SUPPORT|||SNIPER|||
uniequip_002_serum_1|EquipmentDamageTotal|由非助战蚀清累计造成100000点伤害|char_489_serum|100000||||||||
uniequip_002_serum_2|EquipmentSkillCastStage|3星通关别传BI-6；必须编入非助战蚀清并上场，且至少使用2次传导蚀滞弹|3|act14side_06|skchr_serum_2|2|char_489_serum||2|||
uniequip_002_yato2_1|EquipmentDeployStage|完成5次战斗；每次战斗至少部署3次非助战的麒麟R夜刀|5|3|char_1029_yato2|char_1029_yato2|||char_1029_yato2|||
uniequip_002_yato2_2|EquipmentEventStageMore|3星通关主题曲3-7；必须编入非助战麒麟R夜刀并上场，且使用麒麟R夜刀歼灭至少2名炮手|3|main_03-07|char_1029_yato2|DEATHDETAIL,char_1029_yato2,enemy_1024_mortar|2||DEATHDETAIL|char_1029_yato2|enemy_1024_mortar|
uniequip_002_noirc2_1|EquipmentEventTotal|由非助战火龙S黑角累计歼灭10个精英或领袖敌人|char_1030_noirc2|DEATHDETAIL,char_1030_noirc2,BOSS,ELITE|10|||||||
uniequip_002_noirc2_2|EquipmentEventStageMore|3星通关主题曲3-8；必须编入非助战火龙S黑角并上场，且使用火龙S黑角歼灭碎骨|3|main_03-08|char_1030_noirc2|DEATHDETAIL,char_1030_noirc2,enemy_1500_skulsr|1||DEATHDETAIL|char_1030_noirc2|enemy_1500_skulsr|
uniequip_003_shining_1|EquipmentSkillCast|战斗中非助战闪灵累计使用自动掩护35次|char_147_shining|skchr_shining_2|35|char_147_shining|||char_147_shining|||
uniequip_003_shining_2|EquipmentSquadNoAnyDead|3星通关别传NL-5；必须编入非助战闪灵并上场，且所有干员不被击倒|3|act13side_05|char_147_shining|||||||
uniequip_003_siege_1|EquipmentSkillCast|战斗中非助战推进之王累计使用跃空锤40次|char_112_siege|skchr_siege_2|40|char_112_siege|||char_112_siege|||
uniequip_003_siege_2|EquipmentDeployOneNoEvac|3星通关主题曲11-2标准实战环境；必须编入非助战推进之王，且第一位部署推进之王、推进之王全程不撤退或被击倒|3|main_11-02|char_112_siege|1|||1|||
uniequip_002_billro_1|EquipmentDamageTotal|由非助战卡涅利安累计造成120000点伤害|char_426_billro|120000||||||||
uniequip_002_billro_2|EquipmentSquadProEx|3星通关主题曲7-3；必须编入非助战卡涅利安并上场，且不编入重装干员|3|main_07-02|char_426_billro|TANK|||TANK|||
uniequip_002_lin_1|EquipmentCharKilled|由非助战林累计歼灭80个敌人|char_4080_lin|80|char_4080_lin|||||||
uniequip_002_lin_2|EquipmentSquadProEx|3星通关主题曲11-6标准实战环境；必须编入非助战林并上场，且不编入重装干员|3|main_11-05|char_4080_lin|TANK|||TANK|||
uniequip_002_mint_1|EquipmentEventBattleMore|完成5次战斗；必须编入非助战薄绿，且每次战斗至少使2名敌人坠落地穴|5|char_388_mint|SIMPLE,*,fall_down|2|||2|||
uniequip_002_mint_2|EquipmentEventStageMore|3星通关别传BI-2；必须编入非助战薄绿，且本次战斗有至少4名冰原战士坠落地穴|3|act14side_02|char_388_mint|SIMPLE,enemy_1189_krgaxe,fall_down|4||SIMPLE|enemy_1189_krgaxe|fall_down|
uniequip_002_beewax_1|EquipmentSkillCast|战斗中非助战蜜蜡累计使用守卫尖碑8次|char_344_beewax|skchr_beewax_2|8|char_344_beewax|||char_344_beewax|||
uniequip_002_beewax_2|EquipmentSquadProEx|3星通关别传DH-6；必须编入非助战蜜蜡并上场，且不编入重装干员|3|act12side_06|char_344_beewax|TANK|||TANK|||
uniequip_002_doroth_1|EquipmentDeployTotal|战斗中非助战多萝西累计部署共振装置50个|50|token_10025_doroth_recttp|char_4048_doroth|||||||
uniequip_002_doroth_2|EquipmentSquadNum|3星通关主题曲4-5；必须编入非助战多萝西并上场，其他成员仅可编入3名干员|3|main_04-05|char_4048_doroth|3|||3|||
uniequip_002_robin_1|EquipmentEventBattleMore|完成5次战斗；必须编入非助战罗宾，且每次战斗至少使2名敌人坠落地穴|5|char_451_robin|SIMPLE,*,fall_down|2|||2|||
uniequip_002_robin_2|EquipmentEventStageMore|3星通关别传BI-EX-2；必须编入非助战罗宾，且本次战斗有至少6名冰原御法者坠落地穴|3|act14side_ex02|char_451_robin|SIMPLE,enemy_1191_krgrg_2,fall_down|6||SIMPLE|enemy_1191_krgrg_2|fall_down|
uniequip_002_rfrost_1|EquipmentDamageTotalWithToken|由非助战霜华累计造成100000点伤害|char_458_rfrost;token_10016_rfrost_mine|100000|char_458_rfrost|||||||
uniequip_002_rfrost_2|EquipmentEventStageMore|3星通关主题曲4-4；必须编入非助战霜华并上场，且使用霜华歼灭弑君者|3|main_04-04|char_458_rfrost|DEATHDETAIL,char_458_rfrost,enemy_1502_crowns|1||DEATHDETAIL|char_458_rfrost|enemy_1502_crowns|
uniequip_002_cement_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战洋灰并上场，且每次战斗至少释放1次结构加固|5|skchr_cement_2|1|char_464_cement|||char_464_cement|||
uniequip_002_cement_2|EquipmentSquadProEx|3星通关别传IW-EX-6，必须编入非助战洋灰并上场，且不编入其他重装干员|3|act15side_ex06|char_464_cement|TANK|||TANK|||
uniequip_002_morgan_1|EquipmentDamageTotal|由非助战摩根累计造成80000点伤害|char_154_morgan|80000||||||||
uniequip_002_morgan_2|EquipmentCharKilledStage|3星通关主题曲4-5，必须编入非助战摩根并上场，且使用摩根至少歼灭10名敌人|3|main_04-05|char_154_morgan|10|char_154_morgan||10|||
uniequip_003_nian_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战年并上场，且每次战斗至少释放1次铁御|5|skchr_nian_3|1|char_2014_nian|||char_2014_nian|||
uniequip_003_nian_2|EquipmentSquadNoAnyDead|3星通关主题曲S6-2；必须编入非助战年并上场，且所有干员不被击倒|3|sub_06-1-2|char_2014_nian|||||||
uniequip_003_cerber_1|EquipmentDamageTotal|由非助战刻俄柏累计造成120000点伤害|char_2013_cerber|120000||||||||
uniequip_003_cerber_2|EquipmentEventStageMore|3星通关主题曲11-7标准实战环境；必须编入非助战刻俄柏并上场，且使用刻俄柏歼灭食腐使徒|3|main_11-06|char_2013_cerber|DEATHDETAIL,char_2013_cerber,enemy_1266_nhapos|1||DEATHDETAIL|char_2013_cerber|enemy_1266_nhapos|
uniequip_002_gnosis_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战灵知并上场，且每次战斗至少释放1次失温症|5|skchr_gnosis_3|1|char_206_gnosis|||char_206_gnosis|||
uniequip_002_gnosis_2|EquipmentSquadProEx|3星通关别传BI-7，必须编入非助战灵知并上场，且不编入其他辅助干员|3|act14side_07|char_206_gnosis|SUPPORT|||SUPPORT|||
uniequip_002_slbell_1|EquipmentDamageTotal|由非助战初雪累计造成60000点伤害|char_174_slbell|60000||||||||
uniequip_002_slbell_2|EquipmentSquadNum|3星通关主题曲2-3；必须编入非助战初雪并上场，其他成员仅可编入6名干员|3|main_02-03|char_174_slbell|6|||6|||
uniequip_002_vodfox_1|EquipmentSkillCast|战斗中非助战巫恋累计使用诅咒娃娃10次|char_254_vodfox|skchr_vodfox_2|10|char_254_vodfox|||char_254_vodfox|||
uniequip_002_vodfox_2|EquipmentSquadProEx|3星通关主题曲6-5；必须编入非助战巫恋并上场，且不编入其他辅助干员|3|main_06-05|char_254_vodfox|SUPPORT|||SUPPORT|||
uniequip_002_rosmon_1|EquipmentDamageTotal|由非助战迷迭香累计造成120000点伤害|char_391_rosmon|120000||||||||
uniequip_002_rosmon_2|EquipmentCharKilledStage|3星通关主题曲4-1，必须编入非助战迷迭香并上场，且使用迷迭香至少歼灭10名敌人|3|main_04-01|char_391_rosmon|10|char_391_rosmon||10|||
uniequip_002_greyy2_1|EquipmentSkillCast|战斗中非助战承曦格雷伊累计使用晨曦信标10次|char_1027_greyy2|skchr_greyy2_2|10|char_1027_greyy2|||char_1027_greyy2|||
uniequip_002_greyy2_2|EquipmentSquadPro|3星通关主题曲1-3；必须编入非助战承曦格雷伊并上场，其他成员仅可编入先锋干员|3|main_01-03|char_1027_greyy2|13,PIONEER|||13|PIONEER||
uniequip_002_heyak_1|EquipmentDamageTotal|由非助战霍尔海雅累计造成120000点伤害|char_4027_heyak|120000||||||||
uniequip_002_heyak_2|EquipmentSkillCastStage|3星通关别传OF-7；必须编入非助战霍尔海雅并上场，且至少使用2次博览者的狂语|3|a003_07|skchr_heyak_3|2|char_4027_heyak||2|||
uniequip_002_melnte_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战玫拉并上场，且每次战斗至少释放1次临界爆发|5|skchr_melnte_2|1|char_4006_melnte|||char_4006_melnte|||
uniequip_002_melnte_2|EquipmentSquadNum|3星通关主题曲S3-5；必须编入非助战玫拉并上场，其他成员仅可编入6名干员|3|sub_03-2-3|char_4006_melnte|6|||6|||
uniequip_003_cqbw_1|EquipmentSkillCast|战斗中非助战W累计使用惊吓盒子10次|char_113_cqbw|skchr_cqbw_2|10|char_113_cqbw|||char_113_cqbw|||
uniequip_003_cqbw_2|EquipmentSquadProEx|3星通关插曲DM-7；必须编入非助战W并上场，且不编入特种干员|3|act9d0_07|char_113_cqbw|SPECIAL|||SPECIAL|||
uniequip_003_kalts_1|EquipmentSkillCast|战斗中非助战凯尔希累计使用指令：熔毁10次|char_003_kalts|skchr_kalts_3|10|char_003_kalts|||char_003_kalts|||
uniequip_003_kalts_2|EquipmentEventStageMore|3星通关主题曲5-10；必须编入非助战凯尔希并上场，且使用Mon3tr歼灭梅菲斯特|3|main_05-10|char_003_kalts|DEATHDETAIL,char_003_kalts,enemy_1507_mephi;DEATHDETAIL,token_10002_kalts_mon3tr,enemy_1507_mephi|1||DEATHDETAIL|char_003_kalts|enemy_1507_mephi|
uniequip_002_ironmn_1|EquipmentDeployTotal|战斗中非助战白铁累计部署支援装置25个|25|token_10027_ironmn_pile1;token_10027_ironmn_pile2;token_10027_ironmn_pile3|char_4072_ironmn|||||||
uniequip_002_ironmn_2|EquipmentEventStageMore|3星通关主题曲11-6标准实战环境；必须编入非助战白铁并上场，且使用白铁或白铁的支援装置歼灭至少15名萨卡兹枯朽战士|3|main_11-05|char_4072_ironmn|DEATHDETAIL,char_4072_ironmn,enemy_1267_nhpbr;DEATHDETAIL,token_10027_ironmn_pile1,enemy_1267_nhpbr;DEATHDETAIL,token_10027_ironmn_pile2,enemy_1267_nhpbr;DEATHDETAIL,token_10027_ironmn_pile3,enemy_1267_nhpbr|15||DEATHDETAIL|char_4072_ironmn|enemy_1267_nhpbr|
uniequip_002_windft_1|EquipmentSkillCast|战斗中非助战掠风累计使用此身为源10次|char_433_windft|skchr_windft_2|10|char_433_windft|||char_433_windft|||
uniequip_002_windft_2|EquipmentSquadPro|3星通关主题曲11-9标准实战环境；必须编入非助战掠风并上场，其他成员仅可编入术师、重装与医疗干员|3|main_11-08|char_433_windft|13,CASTER;13,TANK;13,MEDIC|||13|CASTER||
uniequip_002_robrta_1|EquipmentDeployTotal|战斗中非助战罗比菈塔累计部署支援装置25个|25|token_10018_robrta_mach|char_484_robrta|||||||
uniequip_002_robrta_2|EquipmentSquadNoAnyDead|3星通关主题曲3-8；必须编入非助战罗比菈塔并上场，且所有干员不被击倒|3|main_03-08|char_484_robrta|||||||
uniequip_002_haak_1|EquipmentSkillCast|战斗中非助战阿累计使用爆发剂·榴莲味10次|char_225_haak|skchr_haak_3|10|char_225_haak|||char_225_haak|||
uniequip_002_haak_2|EquipmentSquadProEx|3星通关主题曲2-8；必须编入非助战阿并上场，且不编入狙击干员|3|main_02-08|char_225_haak|SNIPER|||SNIPER|||
uniequip_002_spuria_1|EquipmentDamageTotal|由非助战空构累计造成60000点伤害|char_4015_spuria|60000||||||||
uniequip_002_spuria_2|EquipmentSkillCastStage|3星通关插曲DM-2；必须编入非助战空构并上场，且至少使用1次临场铳械改装|3|act9d0_02|skchr_spuria_2|1|char_4015_spuria||1|||
uniequip_002_inside_1|EquipmentCharKilled|由非助战隐现累计造成30歼灭数|char_498_inside|30|char_498_inside|||||||
uniequip_002_inside_2|EquipmentSquadProEx|3星通关主题曲3-4；必须编入非助战隐现并上场，且不编入其他狙击干员|3|main_03-04|char_498_inside|SNIPER|||SNIPER|||
uniequip_003_blemsh_1|EquipmentDamageTotal|由非助战瑕光累计造成80000点伤害|char_423_blemsh|80000||||||||
uniequip_003_blemsh_2|EquipmentEventStageMore|3星通关别传MN-4；必须编入非助战瑕光并上场，且使用瑕光歼灭至少2名持盾独立骑士|3|act13d5_04|char_423_blemsh|DEATHDETAIL,char_423_blemsh,enemy_1102_sdkght|2||DEATHDETAIL|char_423_blemsh|enemy_1102_sdkght|
uniequip_003_flamtl_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战焰尾并上场，且每次战斗至少释放2次焰心|5|skchr_flamtl_3|2|char_420_flamtl|||char_420_flamtl|||
uniequip_003_flamtl_2|EquipmentDeployOneNoEvac|3星通关别传NL-5；必须编入非助战焰尾，且第一位部署焰尾、焰尾全程不撤退或被击倒|3|act13side_05|char_420_flamtl|1|||1|||
uniequip_002_sleach_1|EquipmentSkillCast|战斗中非助战琴柳累计使用信仰传承10次|char_479_sleach|skchr_sleach_2|10|char_479_sleach|||char_479_sleach|||
uniequip_002_sleach_2|EquipmentSquadProEx|3星通关主题曲9-2；必须编入非助战琴柳并上场，且不编入其他先锋干员|3|main_09-01|char_479_sleach|PIONEER|||PIONEER|||
uniequip_002_elysm_1|EquipmentSkillCast|战斗中非助战极境累计使用支援号令·γ型10次|char_401_elysm|skcom_assist_cost[3]|10|char_401_elysm|||char_401_elysm|||
uniequip_002_elysm_2|EquipmentSquadProEx|3星通关主题曲S3-6；必须编入非助战极境并上场，且不编入其他先锋干员|3|sub_03-3-1|char_401_elysm|PIONEER|||PIONEER|||
uniequip_002_myrtle_1|EquipmentSkillCast|战斗中非助战桃金娘累计使用支援号令·β型10次|char_151_myrtle|skcom_assist_cost[2]|10|char_151_myrtle|||char_151_myrtle|||
uniequip_002_myrtle_2|EquipmentSquadProEx|3星通关主题曲6-3；必须编入非助战桃金娘并上场，且不编入其他先锋干员|3|main_06-03|char_151_myrtle|PIONEER|||PIONEER|||
uniequip_002_typhon_1|EquipmentDamageTotal|由非助战提丰累计造成120000点伤害|char_2012_typhon|120000||||||||
